score_type	n_features	features_str	median	lower	upper
actual	3	('FRE', 'LW', 'MER')	0.7761194029850746	0.6716417910447762	0.8656716417910447
actual	3	('FRE', 'LW', 'RL')	0.6666666666666666	0.5332089552238806	0.7727272727272727
actual	3	('FRE', 'MER', 'RL')	0.7761194029850746	0.6865671641791045	0.8656716417910447
actual	3	('LW', 'MER', 'RL')	0.7819990954319312	0.6865671641791045	0.8787878787878788
actual	4	('DCR', 'FEL', 'FRE', 'LW')	0.8045002261420171	0.7002487562189055	0.8792853912256897
actual	4	('DCR', 'FEL', 'FRE', 'MER')	0.7910447761194029	0.7014925373134329	0.884266169154229
actual	4	('DCR', 'FEL', 'FRE', 'RL')	0.7761194029850746	0.7002487562189055	0.8792853912256897
actual	4	('DCR', 'FEL', 'LW', 'MER')	0.7910447761194029	0.6824626865671641	0.8656716417910447
actual	4	('DCR', 'FEL', 'LW', 'RL')	0.7593848937132519	0.6526119402985074	0.8507462686567164
actual	4	('DCR', 'FEL', 'MER', 'RL')	0.7761194029850746	0.6941090004522841	0.8656716417910447
actual	4	('DCR', 'FRE', 'LW', 'MER')	0.7910447761194029	0.6865671641791045	0.8656716417910447
actual	4	('DCR', 'FRE', 'LW', 'RL')	0.6992311171415649	0.592910447761194	0.8038387607417458
actual	4	('DCR', 'FRE', 'MER', 'RL')	0.7819990954319312	0.696969696969697	0.8656716417910447
actual	4	('DCR', 'LW', 'MER', 'RL')	0.7910447761194029	0.7091983265490729	0.8692786069651741
actual	4	('FEL', 'FRE', 'LW', 'MER')	0.7878787878787878	0.6865671641791045	0.8697761194029852
actual	4	('FEL', 'FRE', 'LW', 'RL')	0.797037539574853	0.7002487562189055	0.8656716417910447
actual	4	('FEL', 'FRE', 'MER', 'RL')	0.7761194029850746	0.6865671641791045	0.8692786069651741
actual	4	('FEL', 'LW', 'MER', 'RL')	0.7878787878787878	0.6716417910447762	0.8641960651289009
actual	4	('FRE', 'LW', 'MER', 'RL')	0.7761194029850746	0.6716417910447762	0.8656716417910447
actual	5	('DCR', 'FEL', 'FRE', 'LW', 'MER')	0.797037539574853	0.7014925373134329	0.8692786069651741
actual	5	('DCR', 'FEL', 'FRE', 'LW', 'RL')	0.8059701492537313	0.7152363184079602	0.8955223880597015
actual	5	('DCR', 'FEL', 'FRE', 'MER', 'RL')	0.7910447761194029	0.7002487562189055	0.8656716417910447
actual	5	('DCR', 'FEL', 'LW', 'MER', 'RL')	0.7910447761194029	0.7014925373134329	0.8787878787878788
actual	5	('DCR', 'FRE', 'LW', 'MER', 'RL')	0.7878787878787878	0.7002487562189055	0.8692786069651741
actual	5	('FEL', 'FRE', 'LW', 'MER', 'RL')	0.7878787878787878	0.6824626865671641	0.8641960651289009
actual	6	('DCR', 'FEL', 'FRE', 'LW', 'MER', 'RL')	0.803030303030303	0.7014925373134329	0.8805970149253731
