ID,DCR,FRE,LW,MER
voa-d923c096-9025-4cb3-800a-24939ed93f4f3,9.7547,43.0727,53.3488,19.5
voa-d9984b58-096b-4605-8b4b-211422853fe61,7.5592,43.4532,55.4348,15.0
voa-dadf74ac-56c0-4378-a13c-96aa0b8fba182,9.3692,52.6432,54.4394,24.2667
voa-db50b4ce-4111-43a2-87bc-b66fa14d14d62,7.2157,68.1092,67.8114,25.5
voa-dbfa2ffb-6525-4d79-b79f-aa89fb7a70e62,7.7505,62.2911,66.2349,20.4
voa-dc0907fd-7e39-423d-956b-1b9dfe3cd4892,7.5459,66.9207,56.0317,19.0
voa-dc4c63a2-e832-4007-9f2e-140f8b3630fa3,9.9132,41.6312,46.4488,19.6333
voa-dca200e8-4653-455f-9d9c-a54350f713be2,9.8964,30.852,43.2222,20.5
voa-dcccf5c7-963f-498a-a8eb-3bf415d450711,9.4373,55.5602,56.8421,17.9
voa-dd196976-54d6-4828-a3b0-a1e8aa6daed83,9.3956,54.9065,58.6462,22.0667
voa-dd4ecb60-edd8-4889-97d0-341c78352ebb1,8.7897,61.5325,58.0247,18.2
voa-ddac2a14-80ba-4cd5-8f74-39e9c6d1cbe63,8.1839,64.9022,62.9384,18.5333
voa-ddc63e1d-e8bb-4e1e-a701-6717f4dc486e3,9.5143,43.1522,49.966,20.0333
voa-ddf0a9df-0b7f-490f-b41d-16c8776b190d1,7.6907,67.4698,62.0,19.8
voa-ddf92f78-000e-4181-be6d-a26da5887fd62,9.7156,46.4959,53.9223,28.6667
voa-de0c5f28-ab82-409e-88cf-02d4c15edfa52,8.9324,51.88,60.3401,25.6667
voa-dec23a4d-50ce-42c0-aa43-8602110389712,9.278,52.7195,54.1805,20.0
voa-deed5754-d489-49ed-9c17-724989c6d8161,7.6739,59.2417,58.0,19.3
voa-dfa598b4-f721-4d79-aad0-09532c2d74d61,8.4801,47.3735,49.4737,20.3
voa-dfde50a7-8eea-467e-9f05-4ce341aa112e2,8.7702,57.2502,49.4781,18.8
voa-e04232e4-20a7-498d-84ff-4fa70f4861223,8.3044,68.3255,62.9642,21.8
voa-e05da19a-58ca-4f2f-94d0-b69353757b922,8.0182,53.0483,50.2292,17.3333
voa-e0d9c28d-0cb9-4006-ad97-489af98c632f1,8.2503,52.9806,55.0,21.4
voa-e0e69090-e653-466c-9f0f-8152aa4c6ae33,9.7009,45.2552,46.1023,22.3333
voa-e0eac8ac-1c62-470a-8ea7-132638f7212d2,10.1937,40.973,46.7894,20.8333
voa-e11fa1a2-8596-41c0-b20d-7d3afd3493ef3,7.0825,66.1157,59.2314,16.8
voa-e183a232-9de5-4eb7-8a4c-4072be331f033,8.9172,56.7151,59.733,20.4667
voa-e1947da4-8d9c-4009-94b9-c7d57ee47db03,8.6415,50.4356,53.547,17.0667
voa-e198551a-2818-4330-940c-6dd3347557293,10.3763,37.9878,49.0,19.9333
voa-e1ac47fe-dcd8-4c88-b665-4ee78040262f3,8.6623,58.5871,58.9825,22.8
voa-e1ecad4b-290b-462c-8e19-70392d2c55651,8.6192,59.7675,53.8462,17.9
voa-e2221647-e784-4369-964a-902a83adf8022,7.7246,55.1411,52.2441,19.9333
voa-e22ba57f-f216-4db9-bfed-2a2f7793c63f2,7.6258,74.7311,62.7891,19.1
voa-e29ba8b9-f4dc-4a48-91df-8610c6b9be723,7.8986,54.7611,59.9721,21.4333
voa-e2c88e31-1b8f-4893-a8ce-b32ce55c4e2b2,7.255,75.601,55.0,20.2
voa-e345a793-922d-42c2-b284-edcd1654c6f82,10.1223,39.9904,43.9968,20.0667
voa-e347e849-fdb7-4028-aa87-2915ee78e74b3,8.3245,58.3096,56.9298,18.0
voa-e434cccd-fa21-4d90-8f61-b94032dea45b3,9.5102,53.8881,58.1652,22.0667
voa-e43ff4ac-3fc5-42db-89b1-129c3e1b5d571,7.8756,63.1352,65.0,19.9
voa-e469af85-6554-4bb1-b090-b1ea2cc5cf2a1,8.9581,50.4077,48.4848,22.0
voa-e480e78c-18e7-4e50-8998-eb5640a50e883,9.9441,42.305,45.8478,18.7333
voa-e4d5818f-c900-4e3e-96f3-a8b7305a9fad1,9.6947,51.096,52.809,20.2
voa-e4e96e46-95fa-4187-85e7-9ad41a9b1e8b2,8.2171,62.7049,61.1769,23.4667
voa-e4fbfb2f-4acf-4062-a50a-e9f01cdba9301,8.0884,65.3788,57.0,14.3
voa-e5024579-6847-4a21-a45b-42f39b1db23a1,7.1818,64.1758,59.1398,18.9
voa-e55eab8e-9421-41c4-b97f-8a4f1c6d79841,7.053,69.1196,60.0,14.9
voa-e58bf4c9-473e-47df-8d3b-14ecd34b16002,8.8463,56.7319,56.9722,18.7333
voa-e5afcdd4-da5f-4517-bc05-fc746b7a644b2,8.1986,50.8809,52.221,27.6
voa-e6d167bd-bb09-4720-8a6b-f3dcc225da4b2,10.0468,34.5803,48.0136,17.3
voa-e6ec7105-ff93-4217-812a-12832c7656ef1,7.8708,61.8368,56.0,20.3
voa-e7037d94-5456-4002-9ef5-50628a88c87c2,8.5637,53.9786,52.9427,26.3333
voa-e8133d9d-ff1e-490b-947d-b2d7db46f0ba3,8.4304,50.646,56.5662,23.2667
voa-e88f59b9-6168-420e-98f2-c2a8353d00741,9.2389,58.0053,53.5354,17.4
voa-e8e71681-5049-43c5-a99b-2179d3709f541,8.9536,53.3308,56.5789,14.1
voa-e906f655-d8c9-421e-8cd2-b4619e5a5d163,7.6255,69.8789,65.3333,19.8333
voa-e948c4da-af36-4ff7-8ada-ce5f6a88b5581,7.9708,59.4267,57.0,21.9
voa-e9aeb338-f162-400f-9358-6ec35ef178853,9.0635,47.5971,53.0009,21.8667
voa-e9b8fe8d-18f5-4104-87ee-556b79f3dd903,8.7871,61.5652,55.6466,18.6333
voa-e9ceb084-ea78-401b-88a4-a5c8ec4a777e3,8.6044,56.9075,56.0842,19.9667
voa-e9d82064-cc25-466b-8d0a-565166762d7f2,9.1615,47.5917,51.119,21.0333
voa-e9d8f11a-ebc1-4d26-bd6a-c73d3daa86d32,10.6524,31.6511,45.6953,26.3
voa-ea3e6fca-899f-4b48-b9ec-e2b2f1ad96652,9.3261,61.8031,56.6419,23.3667
voa-ea7cb61e-9cbc-4ce6-8a8c-339b485931e63,9.0593,52.2368,52.2562,19.9333
voa-eab39f13-4119-45b1-8169-0e5d98f534b32,9.9826,49.3885,45.5266,18.7333
voa-eafee72c-fc26-4941-a0cf-bcf0de5861d72,7.9592,65.32,63.7515,17.9
voa-eb00420f-abf6-4553-917b-2a0dbbe4c1862,9.9441,41.3428,51.5278,24.2667
voa-eb11d4d3-cda0-4e74-acd7-4ab8a72b27372,7.6011,64.5346,57.7014,18.4333
voa-eb41b6f6-38cc-4568-9256-5016e93e014d1,9.2322,44.1942,42.6829,17.7
voa-ebd11fd4-0402-4444-b62a-848669f8ad431,8.3449,56.4645,49.0,15.1
voa-ebe8de7a-409d-4b4c-a339-1d1a6eb918912,9.0352,54.7877,53.52,18.2333
voa-ebea3e0f-9ec3-43ba-81a7-6d95cba3a5523,9.463,42.8307,54.3333,26.9667
voa-ebf704d7-4861-4a1c-bb25-9cda6d527aff3,8.0896,64.4492,65.1264,17.6667
voa-ec6a19aa-0c92-4fd2-8e8c-e82d56be0d323,9.5304,53.9985,56.6306,21.1667
voa-ec715f3b-9313-4002-9ea8-17e7dbd4298e1,7.6889,63.5014,58.0,21.9
voa-ecf7cb96-7005-47e5-9d08-124d7e23cbb92,9.9095,37.9554,49.4956,23.3333
voa-eda68da4-7cc7-46ad-bfe3-bc7560875a322,8.9078,51.4557,52.2375,19.7667
voa-edaa2e73-e366-4fd0-ba11-603dff763a3c1,8.8741,54.1358,50.0,17.0
voa-edcc4c6e-a9d8-41ed-9f2b-22e0307105c11,9.0999,48.8396,44.4444,15.1
voa-eddaff46-d256-471b-9ff7-ad66348f86be1,7.2662,57.61,58.0,14.3
voa-edef9f79-11a0-4c77-b536-08ff619968191,9.7678,41.7639,50.5376,20.2
voa-ee018e91-8f62-4cb6-9b55-e0a931b60c4b1,7.0371,76.7002,67.0,14.9
voa-ee13624d-f938-445e-b8ed-540e06de30fc3,8.6396,54.9815,57.7326,21.3333
voa-ee1b8fb6-489c-407e-82d5-66a0ec73d0e12,9.0399,40.4932,52.5249,24.2667
voa-ee212f3c-e195-41f6-b98a-9f52a17147113,9.3448,43.4318,44.7895,20.0667
voa-eeacc541-29f8-406b-99bf-7ca2b96ff6472,9.7372,50.3941,55.5926,23.6
voa-eef7cde5-d1b5-4664-85e9-2d1c0500e8cd1,7.9929,67.5053,65.9341,17.3
voa-ef4fcff2-3813-47aa-82f1-c32412d1c5661,8.5562,65.4339,60.2041,18.7
voa-ef58b00e-0177-4a12-8277-3cc5b66f582a1,7.6444,61.2444,55.0,14.2
voa-efbb4366-b244-48c7-8154-b9a52ee09bc21,9.8834,57.1421,53.0612,16.6
voa-efe9ed5c-3c55-4146-9a6d-dc1237a7b49f3,9.3943,48.5663,57.5733,15.8333
voa-f02e0086-af4f-42a1-b0a7-4664e68ad1691,8.3486,49.1727,53.4091,20.0
voa-f047f4fa-2de9-4428-91fc-e47970f7a6e31,7.4261,59.5049,60.0,19.3
voa-f05d7b88-cc77-4284-858f-cae9c6bc23133,7.5113,62.8871,64.888,30.6333
voa-f0ef4677-0aa8-4965-a50a-3e2d789aa3e72,9.0355,47.8835,49.8339,20.1667
voa-f106684d-b940-4ba4-912e-6e5c0c9e64da1,8.1711,69.2147,59.0,17.1
voa-f1c0f7ba-4ac1-4677-bfd4-0deb82bff47d3,8.2096,66.16,62.4635,19.2333
voa-f1d10c2a-c74d-414d-9c46-2d9b814532dc1,8.8423,51.9128,53.5354,18.6
voa-f21619ce-44f6-4c3a-bd97-547fdae3bcac1,8.134,55.605,54.4444,16.7
voa-f2c8cbaf-86c5-4097-be39-e39db4b8e1923,9.0329,50.376,54.2743,18.8667
voa-f311b98f-0699-4ba1-9255-b1ae74401aa03,9.0993,46.5023,49.4251,25.6333
voa-f346ddcd-b6c0-41ac-a4e8-4df944f99d302,8.1281,54.4021,52.8831,19.1333
voa-f3d45288-4858-4be7-8fd0-60c7e70a7af62,9.4948,52.9845,55.4902,24.4333
voa-f42fd597-6b7d-451b-855b-a60e7dc1a8c42,7.6931,66.2978,63.6667,21.6333
voa-f46f16ef-d1b7-425e-888b-8d6791132f503,8.6734,54.6655,60.2642,31.0
voa-f484fec7-7c43-4ac3-855b-cf0783e114211,8.4808,59.2061,61.6279,14.3
voa-f4c7dd54-6ebc-4297-833a-c3d00ea54aff3,8.7147,54.6811,57.8314,18.1333
voa-f4f4cec7-00be-439f-967b-a1e8159ac2d53,8.346,60.8472,60.1197,21.3333
voa-f5024796-3c69-4027-a921-450dfb9870d92,10.4287,42.4683,50.9825,22.4333
voa-f5260fe6-5657-4b74-9b9a-6aa7470553c53,8.3949,57.1975,56.856,20.2
voa-f5684ffb-e24f-40fe-a59c-044ce3b09b803,10.9533,40.5803,50.0213,24.5333
voa-f5ae2bfd-751c-4f8c-bbeb-cb795ccafe092,8.3255,62.0366,48.0,19.6
voa-f65916bc-0e29-4bed-b676-94b20b9edf223,8.9765,49.966,59.2256,29.5333
voa-f6fe3c9e-5d88-4c9c-bc64-a8348298c50c3,9.0555,47.1034,50.7196,19.7
voa-f7babf4f-f885-40ea-a3b8-c30a1882a50c1,9.5459,40.463,52.6882,21.0
voa-f80fba89-2e38-437a-818c-3ac900c462972,7.3558,68.0942,61.1562,16.6
voa-f8e68e46-99b4-439e-b71c-eb00b879a98a3,9.1384,58.9402,62.2222,21.9667
voa-f8e95374-3b63-4555-a90c-edf83d1fbc423,7.9534,54.5359,53.2749,19.4333
voa-f8fe6b67-c984-418b-bd15-adbe4586feaf1,8.5944,60.5951,61.0,17.8
voa-f91efbc5-7c19-4078-969c-aead8c3fdfbe1,9.1264,46.9791,56.0,15.1
voa-f97eb8c6-94d7-4d52-a88e-2beb4bc3b8d92,8.2734,52.9977,53.2568,21.3333
voa-f9b63a11-d323-42ed-8aa7-e8668950b3023,8.7476,52.7955,54.5977,22.2
voa-fa2be461-f97a-4a85-90ab-a57a3800a0632,7.7228,60.1105,54.0499,21.2
voa-faae5834-6400-45a4-b931-f73f7c2c39502,8.4502,51.8402,58.0,23.6
voa-fb29baca-2a85-46d7-b0c9-42b61923ebca1,8.814,49.1843,52.6316,14.2
voa-fb66ddec-c03c-47ff-81e8-840ae356bae53,8.4281,57.9814,58.6667,18.4
voa-fb692442-57b7-45a1-8147-ec8ecc1819df1,8.547,55.8598,49.4737,15.9
voa-fb8e2458-bbc9-4294-a9a3-10ab65ac14332,8.6647,48.9603,53.4502,22.4667
voa-fb97dd54-ead7-42e1-9a2b-183f99d4f3b52,8.3317,64.7931,51.8466,21.7
voa-fbf2b69a-5872-4ac1-bdac-5434263c31f43,8.78,59.709,55.8859,22.5
voa-fbf944c4-71a2-4d90-8b8a-006b8bc397f52,7.6669,62.1028,52.0426,18.0
voa-fc03d0cf-3aae-42b0-8a7b-799533ac3bce3,10.0013,48.339,54.1228,24.1
voa-fc44c964-61fd-48b4-82ac-3934d22d9d713,9.796,45.0253,51.5758,20.4333
voa-fc8a2d48-c2fe-4e54-945c-d930050a4bd41,9.378,46.9545,48.9796,16.4
voa-fc8c8418-93c4-4877-8623-e91677473a551,8.6192,49.5411,53.8462,16.9
voa-fcdb161a-2420-42bc-887c-1452477f02552,8.593,59.0444,59.2707,17.1667
voa-fd2469dd-4a35-4110-bffe-bb235c71dd483,7.6797,51.7273,57.037,22.0
voa-fd274595-8738-47dc-be2b-b304eb3dd5ef1,8.5664,50.8318,50.0,16.7
voa-fd3e6283-5018-4af4-9e3a-2db85f1c0b812,8.6667,54.9876,50.1718,23.0
voa-fd4f56ad-0512-45f6-9969-b4c459c623d82,9.3804,44.6276,53.3166,20.6667
voa-fd821e47-7840-4f90-b293-1597d34df32e3,7.8505,56.4435,54.5717,21.2333
voa-fdffae13-9c9b-4131-a0a2-6827f00cdf3b2,7.4012,52.9679,47.0,19.4
voa-fe0cdee7-87e0-4b8d-bafd-82dfe288da581,8.2377,51.5653,57.5758,16.6
voa-fe1c71ba-4779-4d61-b634-5d52455c1c602,8.9614,53.153,55.9003,19.5333
voa-fe1d5af3-c597-4212-8c46-0795d0f738cd3,8.9806,51.0016,58.5152,24.1333
voa-fe8b0cd1-4a06-4ca9-a2a9-6d1f575a85c63,9.911,43.5579,52.0798,20.2
voa-fea9d9a7-7674-454c-abec-24beba0ae1723,8.0623,56.2012,60.6803,22.6333
voa-fec47638-b5f7-42c0-b26c-4aedf951ac573,10.2856,40.5169,50.0,23.9333
voa-fed85077-e1dc-4c01-945e-0dc2bca572ae2,8.6608,58.97,54.1817,18.7
voa-feed5ef0-f368-4d3a-832e-6cadfdf3f4c82,9.7327,42.6995,54.2093,24.5
voa-ff143671-eb57-4db4-9b34-d5555cf5f7773,8.371,56.806,58.9948,23.6667
voa-ff3a8b1c-d177-48ac-b1f9-2fe25c03293a1,9.2002,57.9423,56.0,23.8
voa-ff439778-04e3-4240-8932-b90db23bdd4e2,8.4196,54.3698,52.3103,18.2667
